Name,doc_type,committee,date,submission_url,pdf_file,Unnamed: 6,item,summary,entity_label,short_sum,sentiment
Pukekohe Vegetable Growers Assocation,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15625////b982f9e62e5c251cb8c149f0b2f6b44aca2439ea,submissions////8899f42e-8200-4c17-9b41-3552ed10195d.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Waikato District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15324////3dcacd9ad128f350304f0a09fa05598689e3b4be,submissions////7ef5fc9c-b728-4076-ba95-f440dc4b2dad.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Waikato District Council Supp1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15325////6133b7a7009f70849f21d9472874bb5d65780ac0,submissions////0e8e3e80-735e-47a8-a972-c896642dc11c.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Waikato District Council Supp2,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15326////035598023c092af19cf6ef203fee7c21d3f6e2db,submissions////cda4dcc4-d701-4e22-9fd6-0478884092cd.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Waikato Regional Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15450////9e110fd553a98ac339e3a1b27730b62e082d6bae,submissions////be5755b4-e75a-4b76-97fc-0d41c231720f.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Waikato River Authority,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15511////61aac91d069353025904598244a0d403b602aec6,submissions////6e766992-5909-4171-95a3-fdcac19a5281.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Waitaki District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15312////22480c5060318136ddf16793df619afc9c5daa7b,submissions////c076f353-76cf-4644-8071-bc397dba7d45.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Aotearoa Water Action,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15620////8d9d8c0073d2f7ea8931ec2f5592a4d5986ce8eb,submissions////7f4d243b-7622-48c2-9baf-3ef79d9b8c20.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Engineering New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15597////6432fa4ada21fa409fa7c7fb393fe3ae6b0d946f,submissions////835dbbe6-16cf-45b8-bf55-a62b2c0c7461.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
DairyNZ,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15585////2576d01acead640a280cd125e44c748095011bee,submissions////3e991953-5d4b-47e1-a433-0625f165cc6f.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Gore District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15603////751e417031fe0745d2dc33bc9b153fe04d27ae39,submissions////d0f9cb0c-ba89-425c-8248-68ac4cf5af3f.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Hastings District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15623////12efe01ade3f2a9a0aa81257b86f7eb8317e3bb8,submissions////5622b39e-0d84-4f79-8d3b-5bba603e63f8.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Greymouth Petroleum,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15592////88b3842fd5bf14f293357d36a73eb88087a1b6ea,submissions////c3f6f709-1350-4b36-a78e-04ef26208410.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Mackenzie District Council,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15590////1da1caffff44f58580ed15e618727df138b07f6a,submissions////7b143dae-20e8-4adc-9edf-fc54b13fb273.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Damon McPhail Supp 2,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15727////b4917a502bea0f6c06f119a04cef52ee0b744b95,submissions////6e8d366d-2b68-4e00-bcea-741296c6396e.pdf,,Natural and Built Environment Bill,No summary is available for this document.,person or persons,The document does not provide a summary.,0.9977053999900818
Environment Institute of Australia and New Zealand,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15738////938b1d1741e496f27280ae6599715266d06e833f,submissions////a136d4ed-4fd1-481f-826a-1f6ca834a992.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Delegat Limited,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15736////721f0e80615c127d40cf1538cc7e66c2827e0598,submissions////02c857ff-894b-4844-b683-264fddf45af2.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
IEGA,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15742////91a7b3145bdf621292d2db327873569fb65bd9a1,submissions////e51f7657-701a-4344-af49-71a9ca142e83.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
Koi Tū and Ngā Ara Whetu Centres,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15731////8067492cdf1051ee846ab034ebf6b62460fa47ae,submissions////650b979d-7a9f-463c-b9db-e0dc446e80a3.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,The document does not provide a summary.,0.9977053999900818
New Zealand Federation of Freshwater Anglers Supp 1,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15734////fa7b7ddd319cb7950260e16f3ee9225d933298ed,submissions////c44e2fcd-d710-4083-992c-e4a241a03f12.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,This document does not have a summary.,0.9977053999900818
Wellington Electricity,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15453////57b2cc7ba5fde7b94548b7eb19fabcd80ab63ffb,submissions////aa2a436f-6e18-4935-975b-ab0d426a1fbb.pdf,,Natural and Built Environment Bill,No summary is available for this document.,organisation,"Sorry, but I can't generate a summary without the document.",0.9977053999900818
Ryman Healthcare Limited,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15739////dcc62df19b77d7638bf43f696c3c1a9f55011aa2,submissions////61e8d1a0-a5a8-4d14-b1a7-7c0d2c1b163d.pdf,,Natural and Built Environment Bill,Ryman Healthcare Limited has submitted a response to the Natural and Built Environment Bill (NBEB) and Spatial Planning Bill (SPB). The company supports the Retirement Villages Association of New Zealand's submission on the bills and provides additional context regarding Ryman's villages and its residents. Ryman emphasizes the importance of providing quality housing and care for the aging population and believes that delays and uncertainty caused by current processes are contributing to the retirement housing crisis. The company supports initiatives in the bills that streamline planning and consenting processes but raises concerns about the time it will take to implement the new regime and the complexity and expense of the planning processes. Ryman also highlights the negative impact of the wetland protection regime in the National Policy Statement for Freshwater Management 2020 and Resource Management (National Environmental Standards for Freshwater) Regulations 2020 on urban development proposals. The company seeks relief as outlined in the Retirement Villages Association's submission and requests to be heard in support of their submission.,organisation,"Ryman Healthcare supports the Retirement Villages Association's submission on the Natural and Built Environment Bill and Spatial Planning Bill, emphasizing the need for streamlined planning processes to address the retirement housing crisis, while also raising concerns about implementation time and the impact of wetland protection regulations on urban development.",0.8199275135993958
Taranaki Energy Watch Supp 1.,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15729////bc33849a8a0138a89a200f63da16d5c9fdf4eabb,submissions////833b93cc-3b99-423c-aec0-d947138721d9.pdf,,Natural and Built Environment Bill,The main argument presented in this submission by Taranaki Energy Watch is that the Natural and Built Environment and Spatial Planning Bills do not adequately address the issue of land use planning and the incompatibility of significant hazardous facilities with sensitive activities such as homes. The submission highlights the risk of fatality and injury associated with these facilities and calls for explicit definitions and assessments of adverse effects and risks in the legislation. The submission also provides examples of existing homes located within fatality risk contours generated by significant hazardous facilities in Taranaki. The submission suggests amendments to the wording of the legislation to address these concerns.,organisation,"The submission argues that the Natural and Built Environment and Spatial Planning Bills need to address the issue of land use planning and the incompatibility of hazardous facilities with sensitive activities, such as homes, by including explicit definitions and assessments of adverse effects and risks.",0.9823305606842041
Te Rūnanga o Ngāi Tahu,Submission,Environment Committee,26 February 2023,https:////////www.parliament.nz////resource////en-NZ////53SCEN_EVI_129831_EN15509////456bd1cb07a423cd433ee42e6feec393b7f17a30,submissions////4b7f786a-97c6-4ba5-8d81-0f5aa7a03a66.pdf,,Natural and Built Environment Bill,"Te Rūnanga o Ngāi Tahu, the representative tribal body of Ngāi Tahu Whānui, has submitted feedback to the Select Committee on the Natural and Built Environment Bill (NBA) and the Spatial Planning Bill (SPA). They acknowledge the intention of the bills to better protect and regenerate the environment and give effect to the principles of Te Tiriti o Waitangi. However, they argue that the bills fail to recognize Ngāi Tahu rangatiratanga (authority) within the Ngāi Tahu Takiwā (territory) and that the new resource management system should not perpetuate this wrong. They also emphasize the importance of protecting the natural environment as a taonga (treasure) and the need for Ngāi Tahu to exercise their rangatiratanga and participate equally in the new resource management regime. They make several recommendations, including the inclusion of Ngāi Tahu specific schedules in the bills, recognition of Ngāi Tahu rangatiratanga in the Takiwā, and alignment of regional strategies and plans with the Ngāi Tahu Takiwā. They also raise concerns about the use of the term ""area of interest"" and the role of other Māori groups in the Takiwā, arguing that these provisions fail to recognize Ngāi Tahu rangatiratanga and should be modified.",organisation,"Te Rūnanga o Ngāi Tahu has submitted feedback on the Natural and Built Environment Bill and the Spatial Planning Bill, arguing that the bills do not adequately recognize Ngāi Tahu rangatiratanga and urging for the inclusion of Ngāi Tahu specific schedules and alignment with regional strategies and plans.",0.6650776267051697
